Quantity,Discount,Profit,Shipping Cost,Month,Year,Day_of_Week,Is_Weekend,Total_sales,Day_of_Month,Order Priority_Encoded,Ship Mode_Encoded,Market_Encoded,Category_Encoded,Sub-Category_Encoded
6,0.2,10.0572,5.83,6,2014,0,0,166.464,2,0,0,6,1,12
6,0.0,35.196,5.83,10,2013,0,0,754.2,21,3,3,6,2,13
2,0.0,35.994,5.83,6,2012,0,0,239.96,4,3,2,6,2,0
1,0.7,-118.767,5.83,12,2014,5,1,59.373,13,3,3,3,1,14
3,0.0,26.76,5.83,4,2012,2,0,243.36,11,3,3,5,1,7
4,0.0,3.76,5.83,12,2012,1,0,382.4,25,3,3,5,1,7
3,0.0,47.04,5.82,12,2014,2,0,392.22,17,1,0,5,2,13
4,0.0,13.68,5.82,5,2013,0,0,111.84,6,1,2,4,1,3
3,0.4,-61.182,5.82,8,2011,3,0,333.23400000000004,11,3,3,4,1,14
2,0.0,32.46,5.82,5,2014,3,0,202.92,29,3,3,4,1,2
4,0.4,22.968,5.82,1,2014,2,0,551.232,1,3,3,4,1,14
2,0.2,26.328,5.82,10,2014,2,0,156.096,22,3,3,0,0,9
3,0.1,1.629,5.82,8,2014,5,1,228.177,23,3,3,0,2,0
4,0.1,2.256,5.82,4,2012,4,0,212.544,6,1,0,0,1,7
1,0.0,22.92,5.82,1,2011,2,0,48.78,5,2,3,0,0,9
4,0.0,13.68,5.82,5,2012,2,0,121.92,30,1,0,1,1,3
4,0.0,12.24,5.82,3,2012,0,0,446.88,19,3,3,1,1,2
4,0.0,13.8,5.82,3,2014,0,0,197.76,31,1,3,1,1,2
2,0.0,1.8,5.82,8,2013,2,0,45.0,14,0,0,1,1,14
1,0.0,46.02,5.82,3,2012,4,0,164.46,2,3,3,3,0,5
7,0.4,-5.152,5.82,10,2013,2,0,527.436,16,3,2,5,1,15
3,0.4,-36.828,5.82,11,2012,0,0,189.216,12,3,3,5,1,12
2,0.0,12.56,5.81,9,2012,2,0,54.64,19,1,1,5,1,7
5,0.0,3.9,5.81,12,2013,5,1,285.0,21,3,2,5,0,9
3,0.0,0.96,5.81,4,2013,3,0,289.79999999999995,25,3,0,5,1,3
4,0.0,5.76,5.81,3,2013,0,0,468.48,25,3,3,4,1,2
4,0.0,6.84,5.81,2,2014,3,0,252.0,20,2,3,4,1,2
3,0.0,68.58,5.81,8,2014,1,0,437.93999999999994,19,3,3,4,1,2
3,0.0,25.47,5.81,3,2014,0,0,255.14999999999998,3,3,2,4,1,3
3,0.1,9.495,5.81,8,2011,2,0,321.975,17,3,3,0,2,0
3,0.0,6.93,5.81,11,2014,3,0,149.04,27,1,0,0,1,14
3,0.0,25.47,5.81,11,2014,4,0,225.45000000000002,28,3,3,0,1,2
2,0.2,7.264,5.81,5,2013,3,0,116.224,9,0,1,6,2,0
2,0.2,6.745,5.81,10,2014,2,0,56.8,22,1,0,6,2,0
8,0.0,27.4856,5.81,5,2014,2,0,467.84,14,3,3,6,1,10
2,0.0,11.1664,5.81,11,2011,3,0,79.76,10,2,3,6,0,9
9,0.0,19.3185,5.81,4,2014,2,0,386.37,2,2,3,6,1,12
3,0.2,15.5904,5.81,11,2013,4,0,233.856,22,3,3,6,0,9
2,0.0,7.476,5.81,4,2011,1,0,53.4,5,1,2,6,1,2
1,0.0,16.71,5.81,11,2011,3,0,75.96,3,1,0,1,2,13
2,0.0,10.74,5.81,5,2014,3,0,59.88,15,1,1,2,1,2
1,0.0,6.09,5.81,8,2012,2,0,67.98,8,3,3,3,2,13
1,0.0,11.88,5.81,10,2014,2,0,29.01,22,1,0,1,1,2
1,0.0,0.0,5.81,2,2014,1,0,19.8,11,0,0,2,1,12
1,0.0,11.82,5.81,8,2012,4,0,31.95,10,1,3,1,1,3
4,0.0,17.84,5.81,11,2014,3,0,162.56,20,1,2,5,1,7
3,0.0,21.36,5.8,5,2013,0,0,256.32,20,3,3,5,0,5
2,0.0,5.4,5.8,11,2011,0,0,72.24,28,1,3,5,1,7
3,0.2,16.392,5.8,6,2011,1,0,197.13600000000002,7,3,3,5,1,15
4,0.0,12.48,5.8,9,2012,0,0,125.12,10,3,0,5,1,10
4,0.0,52.68,5.8,9,2012,1,0,468.48,25,3,3,4,2,0
5,0.0,34.2,5.8,11,2014,5,1,633.75,29,3,3,4,1,2
4,0.1,7.404,5.8,8,2014,5,1,243.216,23,3,3,0,1,12
3,0.0,18.2592,5.8,3,2014,1,0,171.18,18,3,2,6,2,0
3,0.0,13.4865,5.8,7,2012,2,0,89.91,11,1,2,6,1,12
3,0.2,15.1116,5.8,9,2014,4,0,129.52800000000002,5,3,0,6,2,13
2,0.2,-16.9568,5.8,11,2012,2,0,169.568,7,3,3,6,1,14
5,0.1,12.376,5.8,6,2011,2,0,327.59999999999997,1,3,3,6,1,1
2,0.0,0.0,5.8,11,2013,3,0,222.24,7,3,3,3,2,0
2,0.7,-50.85,5.8,9,2014,0,0,44.82,8,0,2,1,2,0
1,0.7,-30.363,5.8,12,2013,2,0,24.597,18,1,0,1,2,11
1,0.0,26.73,5.8,4,2014,4,0,106.92,25,3,3,1,0,9
2,0.0,1.38,5.8,4,2014,1,0,138.6,15,3,3,1,1,7
5,0.0,62.2,5.8,11,2014,2,0,778.5,12,3,3,5,2,0
2,0.0,37.6,5.8,7,2011,0,0,221.28,18,3,3,5,2,0
3,0.0,0.96,5.8,6,2014,4,0,289.79999999999995,20,3,3,5,1,3
4,0.0,6.16,5.79,10,2014,1,0,248.0,21,3,3,5,1,2
3,0.4,2.424,5.79,7,2013,2,0,63.072,10,1,0,5,1,14
1,0.1,-3.345,5.79,8,2012,5,1,150.255,4,3,3,4,0,5
6,0.0,13.5,5.79,5,2011,4,0,264.6,27,3,0,4,1,3
3,0.0,1.71,5.79,6,2013,5,1,59.94,15,1,0,4,1,3
5,0.4,-7.65,5.79,10,2014,6,1,126.0,12,1,2,0,1,10
3,0.0,33.03,5.79,10,2014,1,0,236.52,21,3,3,0,1,12
3,0.47,-19.665,5.79,12,2012,1,0,164.565,25,3,2,0,1,15
1,0.27,-18.1356,5.79,10,2011,3,0,82.6944,20,3,3,0,0,9
9,0.0,17.82,5.79,5,2014,4,0,1078.92,23,3,3,0,1,3
4,0.0,14.7056,5.79,10,2014,0,0,226.24,20,3,3,6,0,9
1,0.0,17.1574,5.79,6,2014,1,0,65.99,17,3,2,6,2,13
4,0.0,0.5584,5.79,7,2013,4,0,111.68,5,1,0,6,1,14
7,0.0,33.3102,5.79,11,2014,5,1,706.5799999999999,8,3,3,6,1,1
3,0.2,-11.5938,5.79,5,2014,5,1,146.448,24,3,3,6,1,14
4,0.0,16.08,5.79,1,2014,0,0,208.32,20,1,0,1,1,3
2,0.0,26.64,5.79,9,2013,3,0,113.52,12,3,3,1,1,15
4,0.7,-28.8,5.79,9,2012,3,0,138.24,13,1,3,3,1,3
1,0.0,15.21,5.79,8,2012,4,0,30.45,10,1,0,3,1,3
4,0.6,-15.624,5.79,10,2014,2,0,73.344,29,1,0,3,1,3
4,0.4,-26.496,5.79,12,2014,0,0,352.896,29,3,3,5,1,14
2,0.0,1.32,5.78,4,2014,2,0,134.72,16,3,2,5,1,2
3,0.0,4.5,5.78,9,2013,3,0,169.38,12,3,3,5,1,7
5,0.0,6.3,5.78,8,2012,5,1,396.0,4,3,3,4,1,3
3,0.0,12.42,5.78,2,2012,3,0,248.67000000000002,23,3,3,4,1,2
8,0.0,21.6,5.78,6,2013,1,0,558.72,11,3,0,4,1,10
4,0.0,18.24,5.78,5,2012,1,0,145.92,15,0,2,0,1,10
1,0.0,20.97,5.78,12,2011,3,0,83.88,15,3,3,1,2,0
2,0.0,40.88,5.78,3,2011,4,0,204.56,18,3,3,5,1,1
2,0.0,0.32,5.78,8,2014,3,0,35.76,28,0,0,5,1,15
2,0.4,-52.752,5.78,3,2012,5,1,186.096,24,3,3,5,0,9
8,0.0,18.96,5.77,11,2014,2,0,1691.52,26,3,3,4,1,2
9,0.0,18.09,5.77,9,2014,1,0,911.25,16,1,3,4,1,10
2,0.0,4.56,5.77,11,2014,6,1,230.04,23,3,3,4,1,1
2,0.5,-78.45,5.77,11,2014,2,0,490.26,19,3,3,4,2,6
3,0.1,1.476,5.77,10,2013,3,0,419.418,10,3,3,0,1,2
3,0.17,-10.3851,5.77,11,2011,0,0,171.8847,14,3,3,0,1,15
3,0.2,17.6232,5.77,7,2014,1,0,151.05599999999998,22,1,3,6,1,3
3,0.0,7.308,5.77,12,2013,2,0,146.16,4,1,3,6,1,14
1,0.0,2.91,5.77,11,2013,0,0,48.63,11,3,0,3,1,15
1,0.7,-37.731,5.77,8,2013,2,0,32.319,28,2,3,1,2,11
1,0.0,9.96,5.77,10,2011,3,0,71.34,13,3,3,1,2,0
6,0.0,10.56,5.77,12,2012,4,0,452.88,14,1,2,5,1,2
2,0.0,26.04,5.77,4,2013,3,0,137.12,25,3,3,5,1,3
2,0.1,36.282,5.76,8,2011,1,0,297.324,23,3,3,4,2,13
1,0.0,15.81,5.76,10,2011,3,0,56.52,20,1,3,4,0,9
2,0.0,23.34,5.76,2,2013,3,0,99.36,7,1,3,4,1,15
3,0.0,18.18,5.76,5,2011,1,0,151.74,10,3,3,4,1,2
3,0.0,10.89,5.76,10,2013,0,0,136.62,7,1,3,0,1,15
4,0.0,44.04,5.76,8,2012,1,0,420.48,7,3,3,0,1,12
3,0.0,27.63,5.76,9,2014,3,0,276.48,4,3,3,0,1,14
5,0.2,9.1785,5.76,8,2013,1,0,126.6,20,3,0,6,1,3
1,0.7,-89.079,5.76,1,2013,0,0,51.381,14,3,3,1,0,4
1,0.7,-69.228,5.76,6,2011,2,0,50.652,15,1,3,1,0,4
3,0.0,14.76,5.76,4,2013,0,0,341.28000000000003,15,3,3,5,1,2
1,0.0,4.54,5.76,5,2012,1,0,91.1,8,3,3,5,2,13
3,0.0,8.94,5.76,5,2013,1,0,179.10000000000002,7,3,3,5,1,2
1,0.0,21.64,5.75,5,2014,0,0,60.16,26,2,3,5,1,1
2,0.0,2.1,5.75,9,2013,2,0,61.68,4,1,2,4,1,15
3,0.15,-12.6045,5.75,9,2012,1,0,400.9365,25,3,3,4,2,11
3,0.0,17.1,5.75,9,2011,3,0,270.0,15,3,3,4,1,15
5,0.5,-1.65,5.75,5,2011,2,0,206.25,11,1,2,4,1,8
3,0.0,7.02,5.75,2,2014,4,0,132.84,21,1,3,4,1,7
2,0.0,12.42,5.75,5,2011,5,1,108.36,28,1,3,4,2,0
3,0.0,5.85,5.75,5,2012,6,1,222.20999999999998,13,3,3,4,1,7
3,0.2,2.736,5.75,11,2013,5,1,74.08800000000001,2,1,2,4,1,14
1,0.17,22.1052,5.75,5,2014,4,0,73.4052,2,3,3,0,2,13
7,0.5,-44.73,5.75,9,2013,0,0,410.13,30,3,3,0,1,8
7,0.47,-24.9396,5.75,6,2013,2,0,317.87280000000004,12,1,2,0,1,10
4,0.1,3.852,5.75,8,2012,2,0,155.088,15,1,3,0,1,8
7,0.2,4.5738,5.75,12,2012,4,0,426.88800000000003,21,1,3,6,1,1
5,0.8,-90.774,5.75,4,2014,1,0,168.1,1,0,0,6,1,1
2,0.0,35.6776,5.75,8,2013,0,0,155.12,12,3,3,6,1,3
1,0.0,4.08,5.75,4,2014,3,0,13.68,17,0,2,3,1,3
2,0.6,-56.712,5.75,12,2014,2,0,116.256,3,3,2,3,2,0
1,0.7,-45.423,5.75,11,2013,2,0,24.327,6,0,0,1,2,11
1,0.0,2.43,5.75,11,2012,4,0,48.78,2,1,3,1,0,9
1,0.0,25.65,5.75,8,2014,4,0,58.32,22,3,2,1,1,14
2,0.0,48.0,5.75,8,2013,0,0,274.44,26,3,3,3,1,1
1,0.0,23.97,5.75,9,2014,3,0,133.2,11,3,3,3,1,14
1,0.0,57.15,5.75,11,2012,4,0,139.44,16,3,3,3,2,13
2,0.0,9.36,5.75,11,2014,1,0,156.0,4,3,3,1,1,15
5,0.0,21.2,5.75,8,2013,4,0,217.0,23,1,3,5,1,3
4,0.0,28.56,5.75,9,2013,1,0,408.64,24,3,3,5,2,0
2,0.0,5.16,5.75,10,2014,4,0,79.44,17,1,3,5,1,12
2,0.4,-67.472,5.74,11,2012,0,0,212.976,12,3,3,5,0,5
2,0.4,-82.536,5.74,8,2013,3,0,291.168,29,3,3,4,2,11
5,0.0,33.75,5.74,12,2014,4,0,412.5,19,1,0,4,1,15
5,0.5,-4.95,5.74,4,2014,0,0,137.25,14,0,1,4,1,8
2,0.1,28.452,5.74,5,2014,4,0,142.344,9,3,3,4,2,0
3,0.0,2.97,5.74,9,2012,0,0,101.78999999999999,17,1,0,4,1,2
4,0.0,6.6,5.74,8,2014,4,0,103.2,29,1,1,4,1,3
5,0.0,0.3,5.74,9,2013,3,0,210.0,19,1,2,4,1,10
3,0.1,27.693,5.74,8,2012,4,0,416.25899999999996,31,3,3,0,0,9
5,0.0,10.65,5.74,10,2012,5,1,411.0,20,3,3,0,1,7
5,0.0,18.45,5.74,8,2012,1,0,487.5,21,3,3,0,1,7
2,0.0,22.74,5.74,11,2014,1,0,189.6,4,3,3,0,0,5
3,0.0,34.92,5.74,2,2012,0,0,213.84,27,3,3,0,0,9
3,0.17,132.3432,5.74,11,2014,4,0,1267.5095999999999,28,3,3,0,2,13
3,0.5,-65.475,5.74,5,2014,1,0,218.02499999999998,27,3,3,0,1,14
4,0.0,1.8,5.74,11,2013,1,0,148.32,26,1,3,0,1,10
4,0.0,27.0112,5.74,2,2012,2,0,234.88,29,3,2,6,1,3
3,0.0,26.649,5.74,4,2011,1,0,228.42000000000002,19,3,2,6,0,9
9,0.0,18.5886,5.74,3,2014,3,0,363.68999999999994,13,1,3,6,1,3
1,0.6,-65.508,5.74,1,2012,0,0,81.852,9,3,3,3,1,14
2,0.4,-6.4,5.74,9,2012,1,0,48.0,18,0,0,5,1,15
3,0.0,24.3,5.74,6,2012,0,0,347.21999999999997,25,3,3,5,1,14
5,0.0,15.4,5.74,11,2011,2,0,430.0,9,3,3,5,1,7
1,0.0,10.36,5.74,4,2014,2,0,33.48,30,3,0,5,1,7
6,0.0,15.84,5.73,1,2013,2,0,399.59999999999997,23,1,2,4,1,2
3,0.0,6.75,5.73,7,2014,1,0,40.769999999999996,22,0,0,4,1,3
2,0.0,15.42,5.73,12,2014,4,0,118.92,12,1,2,4,1,12
9,0.0,21.33,5.73,12,2011,1,0,461.7,27,3,0,4,1,3
2,0.0,5.04,5.73,8,2011,1,0,29.04,9,0,0,4,1,3
3,0.0,1.44,5.73,11,2012,4,0,152.82,16,3,1,4,1,3
1,0.1,49.557,5.73,10,2013,0,0,111.537,14,3,3,4,0,4
5,0.0,39.9,5.73,12,2014,1,0,416.25,16,3,3,4,1,8
2,0.4,-96.528,5.73,8,2013,3,0,304.704,29,1,0,4,1,14
7,0.47,-36.0171,5.73,7,2013,3,0,493.1703,11,3,3,0,1,15
2,0.47,-8.4444,5.73,10,2012,1,0,148.9512,30,3,3,0,2,0
4,0.5,-8.22,5.73,5,2014,5,1,545.04,24,3,3,0,2,13
5,0.45,-18.5175,5.73,10,2012,3,0,635.6624999999999,11,3,3,0,1,7
6,0.4,-17.388,5.73,12,2014,4,0,200.232,26,1,2,0,1,10
7,0.0,38.038,5.73,3,2013,3,0,605.15,21,3,2,6,0,9
7,0.0,28.1421,5.73,8,2012,2,0,729.61,15,3,3,6,0,9
2,0.0,14.5728,5.73,3,2011,3,0,80.96,24,1,2,6,0,9
1,0.0,5.7,5.73,7,2013,4,0,30.12,5,1,3,1,1,3
7,0.4,-16.772,5.73,9,2013,0,0,468.63599999999997,16,3,2,5,1,12
3,0.0,2.76,5.73,9,2014,1,0,421.56000000000006,16,3,2,5,2,0
3,0.0,3.3,5.73,3,2014,3,0,71.1,6,0,1,5,1,10
4,0.4,-19.504,5.73,12,2012,0,0,233.664,3,3,2,5,1,15
6,0.0,23.76,5.72,9,2014,0,0,529.2,8,3,3,5,1,2
1,0.1,36.228,5.72,1,2011,4,0,155.358,7,3,0,4,0,4
2,0.1,1.668,5.72,10,2011,1,0,153.576,4,3,3,4,1,1
4,0.0,24.36,5.72,9,2012,5,1,815.52,1,3,2,0,1,7
2,0.0,16.92,5.72,11,2013,4,0,154.08,22,1,3,0,2,0
1,0.0,19.53,5.72,3,2014,4,0,81.48,7,3,3,0,2,0
6,0.0,14.04,5.72,11,2011,3,0,423.36,3,3,3,0,1,10
3,0.0,45.84,5.72,5,2011,1,0,275.04,17,3,3,6,1,3
2,0.0,16.74,5.72,6,2014,3,0,101.52,26,1,3,2,1,2
1,0.0,7.38,5.72,6,2011,3,0,73.95,23,2,3,3,2,0
4,0.0,2.04,5.72,12,2014,1,0,422.88,16,3,3,1,1,2
1,0.7,-51.279,5.72,12,2012,3,0,41.571,6,1,3,1,2,13
2,0.0,29.34,5.72,9,2013,1,0,195.72,17,1,3,3,1,14
2,0.0,13.96,5.72,9,2014,2,0,82.16,10,1,2,5,1,3
1,0.0,18.08,5.72,12,2012,1,0,100.54,11,3,3,5,0,4
5,0.0,8.2,5.72,3,2014,0,0,102.5,10,0,0,5,1,10
3,0.0,17.58,5.72,4,2013,3,0,406.43999999999994,11,3,3,5,1,1
2,0.0,23.72,5.72,6,2013,4,0,121.84,7,3,3,5,1,2
1,0.0,8.1,5.71,8,2014,3,0,38.58,7,1,2,5,1,14
8,0.0,129.84,5.71,4,2013,0,0,1205.3279873285242,15,3,3,4,1,15
3,0.0,9.18,5.71,5,2014,3,0,92.07000000000001,1,2,3,4,1,8
7,0.0,2.73,5.71,12,2014,2,0,332.22,10,3,3,4,1,10
4,0.5,-18.66,5.71,2,2011,2,0,219.12,9,1,3,4,1,7
4,0.0,1.8,5.71,7,2011,3,0,248.16,14,3,3,4,1,3
4,0.0,39.36,5.71,8,2014,4,0,358.56,29,3,2,4,1,12
4,0.0,14.16,5.71,8,2011,3,0,167.52,4,2,3,4,1,10
6,0.1,-3.006,5.71,9,2013,0,0,774.684,30,3,3,0,0,9
3,0.15,-12.501,5.71,6,2012,4,0,226.287,29,3,3,0,1,3
3,0.5,-43.92,5.71,12,2011,4,0,193.59,16,3,3,0,2,0
9,0.47,-80.2305,5.71,12,2014,3,0,830.6954999999999,25,3,0,0,1,7
2,0.5,-5.91,5.71,7,2014,1,0,117.66,8,3,3,0,2,0
2,0.2,4.6176,5.71,10,2011,0,0,123.136,3,3,3,6,1,14
2,0.0,24.0,5.71,1,2013,5,1,184.68,12,3,3,1,1,15
1,0.6,-65.334,5.71,3,2014,3,0,59.376,13,1,3,3,0,4
1,0.0,11.88,5.71,12,2011,3,0,29.01,8,3,0,3,1,2
1,0.0,13.92,5.71,12,2014,1,0,49.77,9,1,2,1,1,3
2,0.0,6.84,5.71,11,2013,2,0,114.72,13,3,1,3,1,15
4,0.0,35.64,5.71,1,2013,2,0,317.76,16,3,3,1,1,15
3,0.0,5.76,5.71,9,2013,3,0,78.84,26,3,0,5,1,8
3,0.2,5.544,5.71,8,2013,2,0,266.11199999999997,21,3,3,5,0,5
5,0.0,18.6,5.7,9,2011,0,0,291.0,12,3,3,5,0,9
4,0.0,24.16,5.7,9,2011,2,0,215.36,28,1,2,5,1,7
2,0.2,6.04,5.7,7,2014,3,0,56.96,31,1,2,5,1,2
3,0.6,-76.644,5.7,9,2013,5,1,199.908,28,3,3,4,0,5
2,0.1,39.636,5.7,10,2014,1,0,209.952,21,3,3,4,1,14
2,0.1,8.454,5.7,9,2013,5,1,41.148,21,0,1,0,1,3
1,0.0,12.69,5.7,1,2012,3,0,45.42,12,3,3,0,2,0
7,0.0,43.05,5.7,9,2014,1,0,776.16,9,3,3,0,1,3
2,0.0,22.56,5.7,5,2012,0,0,125.4,7,3,0,0,1,15
2,0.0,12.12,5.7,4,2013,3,0,89.88,11,1,2,0,1,2
2,0.0,15.2712,5.7,11,2014,5,1,113.12,22,3,3,6,1,14
3,0.0,20.682,5.7,7,2012,0,0,206.82,23,3,3,6,1,1
4,0.0,32.5376,5.7,7,2012,0,0,317.44,9,3,3,6,1,2
3,0.2,7.4655,5.7,8,2014,0,0,119.44800000000001,4,1,3,6,2,0
2,0.6,-59.58,5.7,12,2014,4,0,317.52,26,3,3,3,1,14
1,0.0,1.98,5.7,2,2014,4,0,66.93,21,3,3,1,1,1
2,0.0,6.78,5.7,3,2014,0,0,339.36,31,3,3,3,2,11
2,0.0,6.6,5.7,6,2014,5,1,55.44,28,0,1,1,1,8
6,0.0,32.22,5.7,1,2014,4,0,538.92,31,3,2,3,1,2
6,0.0,3.6,5.7,10,2014,2,0,270.0,8,1,3,5,1,14
5,0.0,12.4,5.7,10,2012,2,0,566.0,3,3,3,5,1,12
3,0.0,0.0,5.69,5,2012,3,0,112.14000000000001,17,2,3,5,0,9
2,0.0,19.02,5.69,5,2012,0,0,200.64,21,3,3,4,0,9
2,0.4,11.484,5.69,6,2013,0,0,137.808,24,2,3,4,1,14
1,0.0,2.73,5.69,11,2011,3,0,30.48,10,1,0,4,1,12
5,0.6,-34.89,5.69,11,2012,0,0,435.3,12,1,3,4,0,5
2,0.27,7.8792,5.69,10,2014,1,0,165.0384,21,3,3,0,0,9
2,0.0,14.34,5.69,1,2014,4,0,99.12,3,1,3,0,1,15
2,0.17,-3.2922,5.69,11,2014,1,0,90.7356,11,1,3,0,1,3
6,0.2,-16.3644,5.69,11,2013,2,0,604.2239999999999,20,3,3,6,1,14
2,0.2,-14.603,5.69,10,2012,4,0,137.44,26,3,2,6,2,13
2,0.6,-61.872,5.69,5,2012,3,0,103.12,31,3,2,6,0,9
1,0.6,-80.196,5.69,5,2014,3,0,57.264,8,3,3,3,0,5
1,0.6,-24.348,5.69,6,2013,1,0,97.332,18,3,3,3,2,6
2,0.7,-157.086,5.69,10,2011,0,0,165.348,3,3,3,3,1,14
1,0.0,18.72,5.69,2,2011,1,0,55.14,15,3,3,1,0,9
5,0.4,-27.02,5.69,10,2014,3,0,476.4,23,3,3,5,0,5
3,0.0,4.8,5.69,10,2011,4,0,288.0,21,3,3,5,1,14
7,0.0,38.78,5.68,9,2014,1,0,543.9,9,3,2,5,1,3
3,0.4,-12.168,5.68,11,2012,0,0,181.656,5,3,3,5,0,9
6,0.0,2.7,5.68,7,2014,0,0,846.72,28,3,3,4,1,2
1,0.15,-14.5965,5.68,3,2012,1,0,123.8535,13,3,3,4,2,6
3,0.0,45.63,5.68,6,2012,5,1,274.04999999999995,30,3,3,4,1,3
3,0.1,11.619,5.68,4,2013,1,0,126.117,23,1,3,0,1,14
2,0.47,-39.9654,5.68,9,2012,5,1,98.3892,15,1,1,0,1,15
1,0.27,5.8407,5.68,1,2012,3,0,42.7707,19,1,1,0,0,5
5,0.0,8.027,5.68,10,2012,2,0,87.25,31,0,1,6,1,8
5,0.0,26.565,5.68,11,2011,3,0,288.75,17,1,3,6,1,2
3,0.0,8.619,5.68,3,2011,5,1,198.89999999999998,26,3,3,6,2,0
3,0.4,-12.5103,5.68,3,2013,3,0,204.714,7,3,3,6,2,13
1,0.5,-45.8273,5.68,9,2011,0,0,73.915,19,3,3,6,0,16
2,0.0,1.38,5.68,4,2011,0,0,138.6,25,3,3,1,1,7
2,0.0,32.28,5.68,12,2012,5,1,195.84,29,3,3,1,1,14
2,0.0,22.8,5.68,5,2011,1,0,101.4,3,1,3,1,0,9
5,0.0,14.4,5.68,11,2014,4,0,268.5,21,3,2,5,1,8
3,0.0,4.86,5.67,2,2014,0,0,113.13,17,1,3,4,1,3
5,0.0,16.05,5.67,9,2013,3,0,211.5,26,1,3,4,1,10
3,0.2,2.826,5.67,8,2013,2,0,343.008,21,3,3,4,0,5
1,0.0,9.9,5.67,8,2012,0,0,47.19,27,3,3,4,0,9
1,0.0,8.28,5.67,2,2012,2,0,19.77,8,0,1,4,1,2
3,0.17,2.0925,5.67,7,2013,2,0,173.6775,17,3,3,0,1,14
2,0.1,-0.654,5.67,3,2012,2,0,53.892,7,1,0,0,1,2
2,0.0,11.76,5.67,4,2012,1,0,168.84,24,3,0,0,2,0
2,0.1,35.538,5.67,1,2013,2,0,194.076,23,1,0,0,0,5
13,0.47,-17.3901,5.67,1,2011,3,0,1066.7787,27,3,3,0,1,7
1,0.0,16.7886,5.67,9,2011,3,0,62.18,29,1,3,6,1,14
3,0.0,8.4888,5.67,8,2014,3,0,94.32000000000001,14,1,1,6,1,14
4,0.0,22.2,5.67,6,2011,0,0,808.8,20,1,3,1,1,3
4,0.0,15.36,5.67,7,2012,0,0,192.96,16,1,2,5,1,12
2,0.0,21.92,5.67,12,2011,6,1,132.88,25,3,2,5,1,12
5,0.0,10.1,5.67,11,2014,1,0,164.0,4,1,3,5,1,14
3,0.4,3.876,5.67,5,2013,5,1,175.608,11,2,3,5,0,9
4,0.0,16.96,5.67,7,2014,1,0,271.36,15,3,2,5,1,15
2,0.0,38.08,5.67,7,2013,3,0,181.52,18,3,3,5,0,5
3,0.2,-11.52,5.66,9,2012,2,0,172.07999999999998,26,1,3,5,1,7
5,0.6,-38.3,5.66,2,2012,4,0,196.0,17,1,3,5,2,0
8,0.0,66.96,5.66,8,2012,4,0,1117.44,3,3,3,4,0,9
5,0.0,26.85,5.66,9,2014,3,0,327.75,18,3,3,4,1,10
4,0.0,10.56,5.66,3,2013,0,0,164.16,11,1,2,4,1,14
2,0.0,13.5932,5.66,12,2014,4,0,79.96,12,1,3,6,2,0
4,0.0,4.068,5.66,5,2011,0,0,271.2,9,3,3,6,2,0
1,0.1,41.496,5.66,4,2012,5,1,186.732,28,3,0,6,1,1
3,0.6,-33.6414,5.66,12,2012,4,0,155.268,21,3,2,6,0,9
6,0.0,18.6624,5.66,11,2012,4,0,233.28000000000003,23,3,2,6,1,12
2,0.2,2.8784,5.66,3,2011,5,1,57.568,26,1,2,6,2,13
2,0.0,1.98,5.66,12,2012,0,0,202.8,17,3,3,1,2,11
8,0.0,99.12,5.66,9,2014,3,0,1724.16,18,3,3,1,1,2
4,0.0,16.8,5.66,2,2014,4,0,306.24,28,3,3,3,1,2
6,0.0,9.9,5.66,2,2014,4,0,426.59999999999997,28,3,3,3,1,10
7,0.0,20.3,5.66,1,2011,5,1,347.90000000000003,8,3,2,5,1,3
4,0.0,17.52,5.66,1,2013,2,0,270.72,2,3,3,5,1,2
2,0.0,0.68,5.65,1,2012,5,1,136.24,21,3,3,5,1,3
3,0.4,-29.352,5.65,4,2011,4,0,202.824,1,3,2,5,0,5
3,0.4,-79.2,5.65,11,2014,3,0,395.82,13,3,3,5,0,9
1,0.0,14.08,5.65,9,2011,1,0,117.46,27,3,3,5,0,5
3,0.6,-52.848,5.65,12,2012,4,0,171.216,28,1,3,5,2,0
3,0.0,10.8,5.65,12,2013,0,0,163.07999999999998,16,2,3,4,1,12
5,0.0,3.15,5.65,4,2011,4,0,400.5,22,1,3,4,1,2
1,0.1,9.165,5.65,1,2013,5,1,39.285,19,3,2,4,0,9
4,0.5,-1.86,5.65,8,2014,5,1,180.24,23,3,2,4,1,15
2,0.47,-21.2934,5.65,2,2014,1,0,50.0532,18,3,0,0,1,15
5,0.17,-7.29,5.65,10,2013,1,0,298.8,29,1,3,0,1,3
5,0.0,19.656,5.65,3,2014,1,0,364.0,4,3,3,6,1,1
4,0.2,2.3976,5.65,11,2014,3,0,127.872,20,3,0,6,2,13
5,0.2,9.92,5.65,5,2013,4,0,396.8,10,3,3,6,1,2
7,0.0,21.7728,5.65,5,2012,0,0,317.52,28,3,3,6,1,12
3,0.0,15.5232,5.65,1,2012,2,0,97.02000000000001,4,2,3,6,1,3
3,0.0,49.9704,5.65,12,2013,3,0,318.96,26,3,3,6,1,12
2,0.2,25.68,5.65,6,2011,2,0,136.96,8,3,3,6,1,3
6,0.0,20.7,5.65,10,2013,1,0,444.96,22,3,3,3,1,2
